id,prompt,difficulty,category
1007,"I need to build a B-tree variant optimized for SSD storage where disk I/O is the bottleneck. Design a structure that minimizes random seeks, supports concurrent inserts/deletes, and maintains ACID guarantees with write-ahead logging.",hard,algorithms & data structures
1008,We have a suffix array construction pipeline that needs to handle 1TB+ genomic data with O(n log n) or better time complexity. Optimize the algorithm for cache locality and parallel processing across NUMA architecture with minimal memory overhead.,hard,algorithms & data structures
1009,"Design an adaptive backpressure system for a streaming platform where upstream publishers don't know about downstream bottlenecks. The algorithm must detect congestion early, adjust flow rates dynamically, and prevent cascading failures across the pipeline.",hard,algorithms & data structures
1010,"Our machine learning model serving infrastructure needs to maintain a LRU cache across GPUs with skewed access patterns. Implement a cache replacement policy that learns from access history to predict future requests, while handling GPU memory fragmentation.",hard,algorithms & data structures
1011,"We're implementing multi-version concurrency control (MVCC) for a distributed database. Design the visibility logic that allows read-only transactions to see consistent snapshots while concurrent writers add new versions, all while minimizing garbage collection overhead.",hard,algorithms & data structures
1012,"Solve the distributed mutual exclusion problem for a geographically distributed system where WAN latency is high and network partitions can occur. Compare Lamport's algorithm, Ricart-Agrawala, and token ring approaches with trade-offs for our use case.",hard,algorithms & data structures
1013,Our pattern matching engine needs to compile thousands of regex patterns into a single finite automaton for real-time security scanning. Design an Aho-Corasick variant with fail-function optimization that handles backtracking efficiently and scales to pattern sets >100k.,hard,algorithms & data structures
1014,Implement a lock-free work-stealing scheduler for a task-parallel runtime where worker threads must balance CPU cache locality with load distribution. How do you prevent thundering herd and ensure deterministic execution for debugging?,hard,algorithms & data structures
1015,"Design a recovery algorithm for a distributed transaction log that reconstructs system state after multiple node failures, considering partial writes, corrupted entries, and the need to maintain causal ordering across machines without centralized coordination.",hard,algorithms & data structures
1016,We need to solve the top-k frequent elements problem over a sliding window of unbounded streams with strict memory constraints (O(k log n) space). Optimize both insertion time and query latency for sub-millisecond response requirements.,hard,algorithms & data structures
1017,Architect a sharding strategy for a social graph database where relationships are skewed and hotspot nodes (celebrities) receive 10000x more queries. Design the algorithm to dynamically rebalance replicas while minimizing cross-shard joins.,hard,algorithms & data structures
1018,"Our compiler optimization pass needs to detect and eliminate redundant memory operations using a custom data flow analysis framework. Handle aliases, pointer arithmetic, and unknown writes while maintaining soundness and achieving 100K+ nodes per graph.",hard,algorithms & data structures
1019,"Design a self-healing consensus protocol where a subset of nodes can be malicious and exhibit Byzantine behavior, but the system must still converge on a common state within bounded time. How do you prevent the common case from being too slow?",hard,algorithms & data structures
1020,Implement a persistent segment tree that supports functional updates (returning new root pointers without modifying old versions) while sharing structure to minimize memory usage. How does this change insert/query complexity compared to standard trees?,hard,algorithms & data structures
1021,"We're building an adversarial robustness testing framework that needs to find minimal adversarial examples through constraint solving. Design an algorithm combining symbolic execution, gradient-based search, and constraint programming for neural network verification.",hard,algorithms & data structures
1022,Our distributed tracing system generates terabytes of span data daily and must efficiently find critical path dependencies across millions of microservices. Design an indexing scheme and query algorithm that supports arbitrary trace queries with sub-second latency.,hard,algorithms & data structures
1023,"Optimize our time-series database for compressed storage and analytical queries by designing a columnar format with bitpacking, delta encoding, and gorilla compression. How do you balance compression ratio against query performance for range scans?",hard,algorithms & data structures
1024,Design a conflict-free replicated data type (CRDT) for collaborative editing that supports concurrent insertions/deletions with arbitrary reordering and intermittent network connectivity. Minimize tombstone overhead while ensuring all replicas converge to the same state.,hard,algorithms & data structures
1025,We need to implement adaptive parallel merge sort that exploits skewed input data distribution and adjusts parallelism based on runtime cache misses. How do you decide pivot selection and grain size dynamically without excessive synchronization overhead?,hard,algorithms & data structures
1026,We're implementing a distributed transaction system across geographic regions with millisecond-level consistency requirements. Design an optimistic concurrency control protocol that minimizes abort rates under contention while handling network partitions gracefully without sacrificing linearizability.,hard,algorithms & data structures
1027,"Our log-structured merge tree needs to compact massive RocksDB instances while serving concurrent reads/writes without stalling. Optimize the compaction strategy using bloom filters and level-based policies to balance write amplification, read latency, and space overhead.",hard,algorithms & data structures
1028,"Build a real-time anomaly detection system that processes billions of metrics from distributed sensors using online algorithms. Design a one-pass streaming approach with constant memory footprint that detects outliers, trends, and correlation anomalies with sub-second latency guarantees.",hard,algorithms & data structures
1029,We have a vector similarity search engine that needs to scale to billions of embeddings across a cluster. Implement locality-sensitive hashing with learned index structures that accelerate approximate nearest-neighbor queries while handling dynamic insertions and node failures.,hard,algorithms & data structures
1030,"Design a memory-efficient trie variant for URL deduplication in a web crawler processing 100M URLs daily. Optimize for cache locality, support fast prefix matching, and handle collisions with minimal false positives while fitting in limited RAM.",hard,algorithms & data structures
1031,"Our distributed scheduler needs to optimize task placement across heterogeneous hardware (CPUs, GPUs, TPUs) considering data locality, power constraints, and latency SLOs. Formulate this as a combinatorial optimization problem and propose a polynomial-time approximation algorithm.",hard,algorithms & data structures
1032,"Implement a wait-free skip list that supports concurrent insertions, deletions, and range queries without locks. Address the challenges of maintaining probabilistic balance properties while guaranteeing lock-freedom and linearizability under high contention.",hard,algorithms & data structures
1033,We're building a financial market data processor that must compute rolling correlations and covariance matrices across thousands of asset pairs in real-time. Design a numerically stable streaming algorithm with compensation techniques for catastrophic cancellation.,hard,algorithms & data structures
1034,"Design a distributed rate limiting system using token buckets that coordinates across microservices without central bottlenecks. Handle clock skew, network failures, and bursty traffic while maintaining fairness guarantees and sub-microsecond decision latency.",hard,algorithms & data structures
1035,"Our columnar query engine struggles with full-text search across petabytes of text. Implement an inverted index with compression, positional encoding, and bloom filters that executes complex Boolean queries and phrase searches in milliseconds.",hard,algorithms & data structures
1036,We need to solve reachability and shortest-path queries on a dynamic DAG where edges are constantly added/removed. Design an algorithm using 2-hop reachability labeling and incremental maintenance that outperforms full recomputation.,hard,algorithms & data structures
1037,"Build a zero-copy message passing system for inter-process communication using shared memory and lock-free queues. Handle resource cleanup, prevent use-after-free bugs, and guarantee message ordering across millions of messages per second.",hard,algorithms & data structures
1038,"Our recommendation engine needs to compute user-user collaborative filtering at scale using approximate matrix factorization. Design an online learning algorithm that handles concept drift, new users/items, and sparse interaction matrices efficiently.",hard,algorithms & data structures
1039,Design a deterministic replay system for debugging parallel programs that reconstructs exact execution sequences from sparse event logs without modaying the code. Handle OS scheduling races and I/O non-determinism while keeping overhead minimal.,hard,algorithms & data structures
1040,"Implement a space-partitioning data structure like R-tree optimized for streaming geospatial point updates with high dimensional vectors. Balance insertion performance, range query accuracy, and memory efficiency for real-time location tracking at continental scale.",hard,algorithms & data structures
1041,We're building a query optimizer for a distributed SQL engine that must choose join orders and execution strategies across 50+ table joins. Design a cost model and dynamic programming algorithm that prunes the search space without missing optimal plans.,hard,algorithms & data structures
1042,Design a resilient pub-sub system that guarantees exactly-once message delivery across cluster failures using checkpointing and transaction logs. Minimize latency overhead while recovering subscriber state after crashes within seconds.,hard,algorithms & data structures
1043,"We have a real-time collaborative editor built with React and WebSockets that supports concurrent editing, but we're hitting performance issues when multiple users make edits simultaneously on large documents (50k+ lines). The operational transformation implementation is causing CPU spikes and rendering lag. How would you refactor this to use CRDTs instead, and what's the best library to integrate without rewriting the entire sync engine?",hard,web development (frontend)
1044,"Our Next.js app needs to handle 10k+ concurrent users with server-side rendering, but we're running into memory leaks in the streaming response pipeline. The issue appears to be related to how we're managing open connections during suspense boundaries. Can you help us diagnose the bottleneck and implement proper cleanup logic without sacrificing time-to-first-byte?",hard,web development (frontend)
1045,"I'm building a high-frequency charting dashboard that needs to render millions of data points across multiple interactive charts without blocking the UI. Currently, we're trying to use Canvas rendering with D3, but WebGL might be better. What's the optimal approach to handle real-time updates while maintaining 60fps, and should we consider a virtual scrolling pattern for the data?",hard,web development (frontend)
1046,"We have a complex state management issue in our Vue 3 application where deeply nested reactive objects are causing watchers to fire excessively, creating cascading re-renders. The component tree is deeply nested (15+ levels) and we need a way to decouple these dependencies while maintaining reactivity. What patterns would you recommend beyond just switching to a store like Pinia?",hard,web development (frontend)
1047,"Our Angular application is experiencing poor performance with lazy-loaded routes that take 3-5 seconds to become interactive. We've already implemented code splitting and tree-shaking, but the bottleneck seems to be in how Change Detection runs after route navigation. Should we implement OnPush strategy across all components, or is there a more granular way to optimize change detection specifically for route transitions?",hard,web development (frontend)
1048,"I need to implement a distributed tracing system across our Svelte frontend that needs to track component render times, API calls, and user interactions without adding significant overhead. We're considering using OpenTelemetry, but integrating it with a framework-agnostic approach seems complex. What's the minimal viable implementation that would work well with our existing monitoring stack?",hard,web development (frontend)
1049,"We're building a PWA that needs to work offline-first with eventual consistency, using IndexedDB as a local cache layer. The challenge is handling conflict resolution when the same document is edited offline and online, then re-synced. How would you design the sync algorithm to handle this gracefully without losing user data or creating branches?",hard,web development (frontend)
1050,"Our TypeScript monorepo has over 200 frontend components, and incremental compilation during development is taking 15+ seconds per change. We're using Webpack, but considering Vite or Turbopack. Given our complex dependency graph with circular dependencies between packages, what's the safest migration path that won't break our CI/CD pipeline?",hard,web development (frontend)
1051,"I'm working on a real-time collaborative whiteboard using Canvas and need to sync drawing strokes across 50+ users with sub-100ms latency. The current implementation sends every stroke to the server which becomes a bottleneck. Should we implement a peer-to-peer mesh network, use a WebRTC data channel approach, or stick with a central server but optimize the serialization format for drawing commands?",hard,web development (frontend)
1052,"Our React app uses MobX for state management and we're seeing memory bloat where old objects aren't being garbage collected properly. The issue seems related to observer HOCs and how we're structuring computed values. We can't switch to Jotai without a major refactor, so how can we optimize the existing MobX setup to reduce memory overhead and improve GC efficiency?",hard,web development (frontend)
1053,"We need to implement server-side rendering for an existing client-side Vue app without rewriting it, but we're struggling with hydration mismatches between server and client. The app uses window-specific APIs scattered throughout components. What's the cleanest pattern to abstract these away and ensure the SSR build doesn't try to execute browser-only code?",hard,web development (frontend)
1054,"I'm building a real-time stock ticker dashboard that displays 5000+ stocks with constantly updating prices and charts. The DOM update frequency is causing layout thrashing and jank. We're considering using a virtual list, but even that might not be fast enough. Should we move to a Canvas-based solution, and how would we handle user interactions like hovering over individual stocks?",hard,web development (frontend)
1055,"Our GraphQL client is suffering from over-fetching and cache invalidation nightmares because we're not properly normalizing the cache. We're using Apollo Client but considering switching to Urql or Relay. Before we migrate, can you help us restructure our current Apollo setup to use normalized caching with proper fragment definitions and cache persistence strategies?",hard,web development (frontend)
1056,"We have a micro-frontend architecture where 15+ independent React apps are mounted in a container, but we're experiencing significant memory bloat and slow shell initialization times. Each micro-app bundles its own React and dependencies. What's the best approach to share dependencies across micro-frontends without breaking encapsulation, and should we implement module federation with Webpack 5?",hard,web development (frontend)
1057,"I'm implementing client-side encryption for sensitive user data in our web app using Web Crypto API, but we need to balance security with usability - users can't be prompted for a password every time they need to decrypt data. How would you design a key management system that stores encryption keys securely in IndexedDB while protecting against XSS attacks?",hard,web development (frontend)
1058,"Our Tailwind CSS build is generating a 2.5MB CSS file despite having PurgeCSS configured, because our content patterns aren't matching dynamic class names generated at runtime. We're using CSS-in-JS in some components and Tailwind in others. What's the best strategy to merge these approaches without duplicating styles or manually maintaining a class allowlist?",hard,web development (frontend)
1059,"We're building an IDE-like web application with multiple resizable panes, split views, and nested editors that need to maintain their state across sessions. The layout state is becoming increasingly complex to manage, and re-renders are slow. Should we implement a proper state machine with XState, or is there a simpler approach using React Context and careful memoization that would solve this without overengineering?",hard,web development (frontend)
1060,"I need to implement an accessibility-first component library that works seamlessly with screen readers, keyboard navigation, and has proper ARIA attributes. The library needs to support both controlled and uncontrolled components, custom styling via CSS variables, and work well with existing design systems. How would you architect this to ensure accessibility doesn't get left behind as features are added?",hard,web development (frontend)
1061,"Our Remix application is experiencing slow initial page loads because we're fetching too many resources sequentially before rendering. We need to optimize the waterfall of data fetches during loader functions. Should we implement parallel loading with Promise.all, implement a cache layer between loaders and components, or restructure our data fetching to follow a different pattern altogether?",hard,web development (frontend)
1062,"I'm working on a performance-critical dashboard where we need to render and update 10k data points in real-time across multiple synchronized charts. We've tried React but the reconciliation overhead is too high. Would moving to a more fine-grained reactivity framework like Solid.js give us the performance we need, and how much refactoring would be required to migrate our existing code?",hard,web development (frontend)
1063,"We have a complex form with 50+ fields that validates in real-time, and the validation logic has interdependencies between fields (field A's validation depends on field B's value). Currently using React Hook Form, but the validation chain is causing cascading re-renders. How would you refactor the validation system to be more efficient without losing the real-time feedback users expect?",hard,web development (frontend)
1064,"Our SPA uses Redux with middleware for side effects, but we're experiencing action queue backlogs during periods of heavy user interaction. The time between action dispatch and state update is becoming noticeable. Should we migrate to Redux Toolkit with RTK Query, implement a different state management solution, or optimize the current setup with better middleware composition?",hard,web development (frontend)
1065,"I'm implementing a multi-language internationalization system for our React app that needs to support 50+ languages with lazy loading. The current i18n library is bloating the initial bundle by 500KB. We need to split language files, implement efficient caching, and support pluralization and gender agreement rules. What's the optimal architecture for this without making the code unmaintainable?",hard,web development (frontend)
1066,"We're building a mobile web app that needs to work smoothly on low-end devices (Android 6, 512MB RAM) while still looking modern. Performance budgets are tight and every KB matters. Should we implement adaptive loading strategies to detect device capabilities, use a different UI framework for mobile, or implement more aggressive code splitting and defer non-critical features?",hard,web development (frontend)
1067,"Our CSS-in-JS solution is causing runtime overhead because styles are being computed on every render. We have dynamic theming that needs to support 20+ color schemes. What's the best way to move style computation away from runtime while maintaining the flexibility of CSS-in-JS, perhaps using CSS variables or moving to static CSS extraction at build time?",hard,web development (frontend)
1068,"We're implementing a headless e-commerce storefront with Next.js and experiencing significant issues with product image optimization across multiple image sources. We need to handle lazy loading, responsive srcsets, and WebP fallbacks for 10k+ SKUs without bloating the page size. How should we structure the image pipeline with next/image, and what's the best approach to cache processed images at the edge using Cloudinary or similar services while maintaining build performance?",hard,web development (frontend)
1069,"Our React component library is used across 30+ internal applications, but dependency version mismatches are causing subtle bugs and increasing bundle sizes. Each consuming app has its own version of React, styled-components, and other shared dependencies. Should we implement a monorepo with Nx or Lerna, and how do we enforce peer dependency constraints without forcing all apps to upgrade simultaneously?",hard,web development (frontend)
1070,"I'm building a spatial data visualization tool that needs to render thousands of GeoJSON features on a map with real-time filtering and clustering. MapBox is expensive at scale, and we're considering Leaflet with a custom clustering algorithm. What's the best way to handle tile rendering performance without re-downloading data, and should we implement webworker offloading for geometry calculations?",hard,web development (frontend)
1071,"We have a long-form content platform with 100k+ articles, and the current pagination strategy is causing users to lose their reading position and scroll state when navigating. Implementing infinite scroll breaks our analytics and SEO. What's the optimal pattern to maintain scroll position across navigation while supporting both client-side and server-side rendering without reinventing browser history APIs?",hard,web development (frontend)
1072,"Our Astro static site generator builds 50k pages, but incremental rebuilds are still taking 10+ minutes even for single content changes. We're considering switching to a hybrid approach with ISR, but need to maintain SEO and handle draft content securely. What's the best way to structure builds to balance between static generation performance and content freshness?",hard,web development (frontend)
1073,"I'm implementing WebAssembly bindings for a complex image processing library in a React app, but the FFI overhead and WASM binary size are causing issues. The module is 8MB and some image operations are slower than the JavaScript equivalent. How should we determine which operations are worth porting to WASM, optimize the binary size, and properly handle memory management between JS and WASM?",hard,web development (frontend)
1074,"We're migrating a legacy jQuery application with 500+ pages to a modern SPA incrementally, but we can't rewrite everything at once. We need both old and new code to coexist and share state. What's the cleanest architecture to bootstrap a new framework alongside the legacy code without creating a maintenance nightmare, and how do we handle event delegation across the two systems?",hard,web development (frontend)
1075,"Our design system uses Storybook for component documentation, but we're struggling with versioning and compatibility. Teams are using different versions of components, and there's no single source of truth. Should we implement automated visual regression testing with Percy or Chromatic, and how do we enforce component version constraints in consuming applications?",hard,web development (frontend)
1076,"I need to implement a sophisticated animation system for a data visualization dashboard where animations must be perfectly synchronized across 50+ elements. CSS animations don't provide enough control, but using requestAnimationFrame for everything creates overhead. What's the optimal approach using libraries like Framer Motion or Waapi to balance performance with declarative animation control?",hard,web development (frontend)
1077,"We're building a real-time notification system for a high-traffic SPA where WebSocket reconnections are causing notification loss during network transitions. We need guaranteed delivery, deduplication across tab sessions, and a fallback to polling. Should we implement a service worker, use IndexedDB for offline queuing, or switch to Server-Sent Events with a different architecture?",hard,web development (frontend)
1078,"Our Figma design tokens pipeline exports styles to JSON, but the generated CSS-in-JS files are causing prop drilling nightmares and context bloat in our React components. We're considering using CSS variables or design tokens libraries like Tokens Studio. What's the best way to architect this so designers can update tokens without requiring engineer involvement, while keeping the code maintainable?",hard,web development (frontend)
1079,"I'm working on a document collaboration platform where users can embed rich media inline, but rendering 1000+ embeds causes the editor to become unresponsive. We need lazy loading for embeds while maintaining proper link previews and metadata. Should we implement a portal-based approach, virtual rendering for the editor, or use web components to isolate embed rendering?",hard,web development (frontend)
1080,"We have a Progressive Web App that needs to sync user-generated data across browser tabs and native mobile apps, but our current sync mechanism is causing conflicts. IndexedDB, localStorage, and cloud storage are getting out of sync. What event-driven architecture would you recommend to coordinate state across all client surfaces while maintaining data integrity?",hard,web development (frontend)
1081,"Our analytics frontend needs to query and render millions of data points across different aggregation levels (hour, day, month), but the dataset is too large to load entirely. Should we implement incremental data loading with WebGL rendering for density visualization, implement a cube/OLAP structure for faster aggregations, or use a different query strategy altogether?",hard,web development (frontend)
1082,"I'm building an AI-powered code editor in the browser using Monaco Editor, but streaming AI responses are causing janky rendering when tokens arrive rapidly. We need sub-100ms latency for updates and proper debouncing of re-renders. What's the best way to buffer token streams and apply them to the editor without blocking user input or causing layout thrashing?",hard,web development (frontend)
1083,"We're implementing feature flags across our Svelte frontend with 200+ flags, and the current system is fetching flags on every page load causing waterfall delays. Flags need to update in real-time when changed in the admin panel. Should we implement client-side caching with Server-Sent Events for updates, or is a smarter polling mechanism sufficient? How do we handle the bootstrap problem without blocking initial render?",hard,web development (frontend)
1084,"Our form builder allows users to create complex nested forms with conditional fields and custom validation rules, but the state management is becoming exponentially complex as forms grow. Currently using form libraries but they don't handle deep nesting well. Should we implement a custom state machine, use a graph-based state representation, or adopt a functional reactive approach to manage form state more predictably?",hard,web development (frontend)
1085,We're building a real-time event streaming platform that needs to handle 1M+ events/sec with exactly-once delivery semantics. I'm struggling with how to design the consumer offset management strategy across multiple partitions while handling broker failures and network partitions gracefully. What's the best approach to prevent duplicate processing and ensure no message loss?,hard,backend / API design
1086,"I need to architect a distributed cache invalidation system for our microservices that operates across 3 data centers with eventual consistency guarantees. The challenge is coordinating stale cache removal without causing thundering herd problems when popular items expire simultaneously. Should we use TTL-based expiry, event-based invalidation, or a hybrid approach?",hard,backend / API design
1087,"Our PostgreSQL cluster is suffering from connection pool exhaustion under bursty traffic patterns. I have 50 application servers opening connections unpredictably, and we need a connection pooling layer that can adaptively scale while maintaining transaction consistency. PgBouncer vs Odyssey vs a custom proxy—what's the right tool for this scale?",hard,backend / API design
1088,"I'm designing a financial transaction system that must guarantee no double-charging across retries, network failures, and partial state corruption. We're using async event publishing and need idempotency keys that work across multiple databases in different regions. How do we handle the race condition where a charge succeeds server-side but the confirmation gets lost?",hard,backend / API design
1089,"We need to implement a distributed lock mechanism for coordinating batch jobs across 200+ worker nodes with microsecond-level precision and sub-millisecond failure detection. Redis-based locks have latency issues, and we can't use Zookeeper due to compliance constraints. What's a viable architecture for this problem?",hard,backend / API design
1090,"I'm optimizing a GraphQL gateway that caches deeply nested queries across multiple backend services with varying TTLs. The issue is cache coherency—when a nested field updates in one service, we're not invalidating dependent queries efficiently. How do we build a dependency graph for cache invalidation at this scale?",hard,backend / API design
1091,"Our gRPC service mesh is experiencing head-of-line blocking when large payloads slow down concurrent requests on the same connection. Should we implement frame-level multiplexing, connection pooling with load distribution, or redesign our proto messages for smaller payloads? What are the trade-offs?",hard,backend / API design
1092,"I need to build a webhook delivery system that guarantees eventual consistency across failed retries, with exponential backoff, circuit breakers, and dead-letter queues. The tricky part is correlating deliveries across multiple retry attempts while preventing cascade failures. What's the best state machine design for this?",hard,backend / API design
1093,"We're migrating from a monolithic database to a sharded architecture with 16 shards, but our existing analytics queries span multiple shards with complex joins. Implementing a query federation layer that maintains reasonable latency (<500ms) while handling hot spots is critical. How do we approach this without rewriting all analytics queries?",hard,backend / API design
1094,"Our S3 upload service occasionally gets corrupted multipart uploads when connections drop mid-request. We need to detect partial uploads, clean them up automatically, and retry intelligently without re-uploading completed parts. How do we implement reliable resumable uploads with minimal bandwidth waste?",hard,backend / API design
1095,"I'm building a rate-limiting service using Redis that needs to handle sliding window counters for millions of unique users with sub-millisecond latency and 99.99% accuracy. Lua scripting performance has become a bottleneck. Should we migrate to Memcached, use local approximations, or optimize the Redis pipeline?",hard,backend / API design
1096,We have a mobile app backend with inconsistent client clocks causing issues in our timestamp-based consistency checks for offline-first data sync. The problem is resolving conflicts when a device thinks it's 2 weeks behind due to time drift. What's a robust ordering mechanism that doesn't rely on absolute timestamps?,hard,backend / API design
1097,"Our background job queue is suffering from thundering herd on job processing—when a job fails, all workers retry immediately causing CPU spikes and cascading failures. We need intelligent backoff and work distribution that respects job dependencies and prevents system overload. What architectural patterns should we use?",hard,backend / API design
1098,"I'm debugging a subtle memory leak in our connection pooling library that only manifests under high concurrency (>10k connections) after several hours of operation. Goroutine analysis shows no obvious leaks, but heap profile indicates memory climbing linearly. How do we diagnose this without rewriting the entire connection management logic?",hard,backend / API design
1099,"We're implementing a cross-region API gateway with active-active deployment that needs to route requests intelligently based on latency, capacity, and data residency requirements. The challenge is handling write conflicts when requests simultaneously hit different regions. How do we build a conflict-free replication strategy?",hard,backend / API design
1100,"Our payment reconciliation service needs to match millions of transactions across three external payment processors with different settlement latencies and reporting delays. Handling partial matches, refunds with different timestamps, and processor bugs is complex. What's the right data model and matching algorithm?",hard,backend / API design
1101,"I need to optimize a Kafka consumer that's processing 500k messages/sec but lagging during traffic spikes because deserialization of large protobuf messages is CPU-bound. Parallelizing is tricky due to ordering guarantees. Should we pre-allocate buffers, batch deserialization, or redesign the protocol?",hard,backend / API design
1102,"Our Elasticsearch cluster indexes 100TB+ of logs, but search queries are getting progressively slower as data grows. Standard sharding and caching aren't helping anymore. Should we implement data tiering with hot/warm/cold storage, change our index strategy, or migrate to a different search platform?",hard,backend / API design
1103,I'm building a feature flag service that needs sub-millisecond evaluation for millions of concurrent requests while handling complex audience targeting rules and A/B test bucketing consistently. Caching flag changes globally across regions takes 30+ seconds. How do we reduce propagation latency?,hard,backend / API design
1104,We have a complex order processing workflow with 12+ microservices that sometimes gets stuck in inconsistent states due to partial failures mid-transaction. Implementing proper saga patterns with compensating transactions has proven error-prone. What's a cleaner architectural approach?,hard,backend / API design
1105,"Our API response times degrade significantly when we query deeply populated foreign keys (5+ levels deep) across microservices, even with caching. Each nested fetch adds 50ms latency. Should we redesign the data model, use GraphQL batching, or implement a read replica strategy?",hard,backend / API design
1106,I'm implementing a distributed tracing system that needs to track requests across 500+ services with minimal overhead (<5% CPU impact) while maintaining accurate timing to millisecond precision. Sampling helps but makes debugging production issues harder. What's the right balance?,hard,backend / API design
1107,"Our database query response times have become bimodal—most queries execute in 5ms but occasional queries spike to 5+ seconds due to lock contention on hot rows. We can't partition the data easily, and upgrading hardware isn't solving the problem. How do we fix this fundamentally?",hard,backend / API design
1108,I need to design an API versioning strategy that allows us to deprecate legacy endpoints gradually without breaking millions of clients while maintaining backward compatibility in a federated GraphQL environment. Version negotiation adds complexity. What's the cleanest approach?,hard,backend / API design
1109,"We're implementing a notification delivery system that guarantees messages reach users within 2 seconds via push, email, or SMS depending on user preferences and current load. Coordinating across three provider APIs with different latencies and failure modes is complex. How do we architect this reliably?",hard,backend / API design
1110,"We're building a distributed transaction coordinator for a multi-database system where transactions span Postgres, MongoDB, and DynamoDB simultaneously. Standard two-phase commit has too much latency, but we need ACID guarantees without accepting data corruption. How do we implement a Saga-based transaction manager that handles compensating transactions efficiently when failures occur across these heterogeneous databases?",hard,backend / API design
1111,"Our service is experiencing cascading latency when a single slow downstream dependency causes a bottleneck for 1000+ concurrent requests. Circuit breakers help, but we need predictive load shedding that intelligently throttles traffic before the system degrades. What's the right algorithm for proactive queue depth management with machine learning prediction?",hard,backend / API design
1112,"I'm optimizing query performance on a denormalized data model in DynamoDB where single-partition queries are fast but cross-partition scans occasionally hit the 1MB response limit mid-result. Pagination tokens are unreliable when data updates during iteration. How do we implement stable, resumable pagination over eventually consistent data?",hard,backend / API design
1113,"Our API experiences extreme skew where 10% of endpoints consume 90% of database connections, causing starvation for less-popular routes. Connection pooling by endpoint doesn't scale, and priority queues create fairness issues. Should we implement weighted token bucket scheduling, dynamic pool resizing, or a completely different isolation strategy?",hard,backend / API design
1114,"We're implementing a real-time collaborative editing backend for documents where concurrent edits from multiple clients cause merge conflicts and causality violations. Operational transformation has versioning issues, and CRDT approaches are memory-intensive at scale. What's the most pragmatic approach for consistency without overwhelming clients?",hard,backend / API design
1115,"Our machine learning inference pipeline needs to batch requests for optimal GPU utilization, but client SLAs demand responses within 100ms. Buffering requests for batch efficiency conflicts with latency requirements. How do we dynamically tune batch sizes and buffer windows based on traffic patterns and inference model characteristics?",hard,backend / API design
1116,"I'm debugging a protocol-level issue where HTTP/2 header compression (HPACK) is creating memory bloat in our reverse proxy under high concurrency with many unique header values. Disabling compression hurts clients, but decompression is CPU-intensive. What's the right tuning strategy without redesigning the protocol layer?",hard,backend / API design
1117,"Our document storage system with versioning is growing uncontrollably because every micro-change spawns a new immutable version. Storage costs are unsustainable, and querying historical versions is increasingly slow. Should we implement delta compression, garbage collection policies, or a hybrid versioning model?",hard,backend / API design
1118,We need to replicate mutable state across three regions with bounded staleness (<1s) while allowing local writes everywhere without centralized coordination. Traditional multi-master replication causes conflicts at scale. What's a practical conflict resolution strategy that doesn't require application-level intervention?,hard,backend / API design
1119,"Our async job scheduler is failing to correlate retries with original executions when job definitions change between attempts, making debugging and idempotency tracking nearly impossible. Job context gets stale, and IDs don't correlate across versions. How do we design a schema that survives evolving job definitions?",hard,backend / API design
1120,I'm building a request deduplication layer that identifies duplicate requests across a load-balanced API cluster where clocks may drift and network partitions can cause request splitting. Window-based deduplication is error-prone. What distributed data structure works best at 100k requests/sec with 99.99% accuracy?,hard,backend / API design
1121,Our gRPC streaming service occasionally loses messages when connections reset mid-stream because backpressure isn't communicated properly between sender and receiver. Implementing manual flow control is complex and error-prone. How do we leverage gRPC's built-in flow control without application changes?,hard,backend / API design
1122,"We're scaling a session store from a single Redis instance to a cluster, but sticky session routing causes load imbalance and single points of failure. Session migration across nodes during failover is unreliable. What's a session architecture that eliminates sticky sessions while maintaining performance?",hard,backend / API design
1123,Our blob storage garbage collection process runs on a 30-day cycle but dangling references from crashed uploads create orphaned data. Detecting orphaned blobs without scanning every reference is expensive. How do we implement low-overhead orphan detection that doesn't require a full database scan?,hard,backend / API design
1124,I need to coordinate database schema migrations across 20+ microservices where old and new code versions coexist. Coordinating dual writes and handling rollback scenarios while maintaining consistency is error-prone. What's a systematic approach to zero-downtime migrations at this scale?,hard,backend / API design
1125,"Our request routing logic needs to balance between server capacity, geographic proximity, and request complexity, but the heuristics are becoming unmaintainable as we add more signals. Optimal assignment is NP-hard for large clusters. Should we use a machine learning model, genetic algorithms, or constraint-based optimization?",hard,backend / API design
1126,We're implementing field-level encryption in our API layer where queries need to filter on encrypted columns without decrypting server-side (fully homomorphic encryption is too slow). Our current approach leaks information through access patterns. How do we balance security with queryability?,hard,backend / API design
1127,"We're running into race conditions with our PostgreSQL connection pooling layer during high-traffic events. We have 50k concurrent users and our current PgBouncer setup is causing serialization issues with transaction isolation levels. Can you walk me through optimizing our pool size, connection reuse strategy, and transaction queuing to maintain SERIALIZABLE isolation without causing cascading deadlocks?",hard,databases & SQL
1128,"I need to design a multi-tenant database architecture that can scale to 10k+ customers while maintaining complete data isolation and sub-100ms query latency. We're debating between row-level security policies in a single database vs. separate schema per tenant vs. separate database instances. What are the tradeoffs for backup/recovery, compliance auditing, and query optimization?",hard,databases & SQL
